notice_id,portal_id,candidate_count,retrieval_time_ms
N004515,P238,1117,0.025
N004523,P168,2199,0.054
N004531,P020,2202,0.055
N004539,P166,901,0.043
N004547,P240,453,0.022
N004555,P001,2113,0.061
N004563,P004,1239,0.064
N004571,P004,1517,0.053
N004579,P005,1773,0.07
N004587,P005,2175,0.089
N004595,P006,1314,0.061
N004603,P004,668,0.034
N004611,P003,1705,0.066
N004619,P027,1140,0.033
N004627,P001,2320,0.117
N004635,P001,2403,0.119
N004643,P006,1423,0.075
N004651,P041,2071,0.069
N004659,P044,2089,0.051
N004667,P006,1025,0.05
N004675,P057,584,0.023
N004683,P004,954,0.03
N004691,P235,659,0.027
N004699,P050,1862,0.04
N004707,P058,1491,0.05
N004715,P094,2699,0.076
N004723,P189,1009,0.044
N004731,P006,567,0.031
N004739,P136,378,0.023
N004747,P006,1576,0.051
N004755,P001,2098,0.071
N004763,P004,1156,0.057
N004771,P240,2275,0.049
N004779,P002,2424,0.111
N004787,P146,1721,0.07
N004795,P001,2356,0.099
N004803,P100,405,0.031
N004811,P004,838,0.039
N004819,P001,2224,0.096
N004827,P200,1918,0.052
N004835,P003,1431,0.049
N004843,P094,1984,0.053
N004851,P003,1548,0.059
N004859,P020,2803,0.081
N004867,P240,1562,0.059
N004875,P003,840,0.041
N004883,P227,1658,0.053
N004891,P238,695,0.026
N004899,P094,2810,0.074
N004907,P042,1457,0.065
N004915,P094,1079,0.037
N004923,P097,1714,0.047
N004931,P142,118,0.019
N004939,P005,2151,0.069
N004947,P235,853,0.035
N004955,P006,1701,0.061
N004963,P005,2240,0.095
N004971,P006,1207,0.064
N004979,P224,2393,0.057
N004987,P094,1536,0.059
N004995,P002,1773,0.074
N005003,P112,2718,0.075
N005011,P002,2188,0.121
N005019,P003,1673,0.082
N005027,P088,711,0.031
N005035,P215,321,0.022
N005043,P001,2301,0.087
N005051,P145,168,0.025
N005059,P041,2534,0.067
N005067,P106,3047,0.093
N005075,P002,1538,0.071
N005083,P003,1062,0.045
N005091,P001,2268,0.1
N005099,P004,1543,0.134
N005107,P041,1352,0.053
N005115,P006,1673,0.087
N005123,P003,883,0.041
N005131,P003,1408,0.047
N005139,P006,536,0.032
N005147,P079,1657,0.037
N005155,P014,1717,0.06
N005163,P003,991,0.045
N005171,P002,2356,0.103
N005179,P228,885,0.043
N005187,P005,2047,0.061
N005195,P006,1245,0.064
N005203,P020,1136,0.036
N005211,P240,1199,0.032
N005219,P011,132,0.016
N005227,P181,410,0.017
N005235,P246,1271,0.027
N005243,P004,1116,0.043
N005251,P163,2224,0.051
N005259,P094,2118,0.062
N005267,P003,1667,0.075
N005275,P094,1346,0.04
N005283,P001,2661,0.146
N005291,P005,2120,0.085
N005299,P180,403,0.028
N005307,P189,983,0.031
N005315,P141,400,0.018
N005323,P089,370,0.019
N005331,P184,455,0.017
N005339,P003,1767,0.07
N005347,P016,113,0.018
N005355,P003,927,0.031
N005363,P003,1238,0.048
N005371,P003,1633,0.067
N005379,P230,1514,0.047
N005387,P005,1577,0.064
N005395,P020,875,0.03
N005403,P003,1081,0.068
N005411,P004,1626,0.069
N005419,P175,1824,0.19
N005427,P094,331,0.042
N005435,P227,531,0.027
N005443,P208,503,0.025
N005451,P013,135,0.014
N005459,P192,936,0.071
N005467,P133,1926,0.057
N005475,P004,1693,0.073
N005483,P252,282,0.022
N005491,P006,1798,0.058
N005499,P097,1008,0.036
N005507,P004,1293,0.054
N005515,P002,2423,0.133
N005523,P020,2036,0.056
N005531,P192,1099,0.04
N005539,P136,399,0.019
N005547,P121,1654,0.049
N005555,P002,2001,0.063
N005563,P166,1565,0.053
N005571,P064,1975,0.049
N005579,P094,1108,0.041
N005587,P002,1896,0.075
N005595,P106,1927,0.046
N005603,P136,505,0.032
N005611,P003,1773,0.069
N005619,P215,2540,0.074
N005627,P141,1975,0.072
N005635,P006,1397,0.057
N005643,P005,2114,0.074
N005651,P063,1699,0.046
N005659,P003,944,0.043
N005667,P167,301,0.017
N005675,P044,1643,0.043
N005683,P075,1173,0.032
N005691,P181,2257,0.055
N005699,P012,2380,0.063
N005707,P122,1061,0.035
N005715,P001,2125,0.084
N005723,P094,2637,0.088
N005731,P094,978,0.044
N005739,P006,1274,0.06
N005747,P004,1093,0.045
N005755,P020,2910,0.092
N005763,P021,801,0.043
N005771,P003,946,0.039
N005779,P240,791,0.027
N005787,P020,873,0.029
N005795,P005,1619,0.057
N005803,P088,1180,0.038
N005811,P094,2049,0.055
N005819,P094,1245,0.052
N005827,P094,1341,0.037
N005835,P002,2196,0.099
N005843,P121,421,0.029
N005851,P004,1022,0.049
N005859,P005,2202,0.088
N005867,P227,219,0.025
N005875,P001,2287,0.105
N005883,P181,1161,0.045
N005891,P001,2162,0.083
N005899,P003,1109,0.057
N005907,P004,1316,0.055
N005915,P232,2017,0.071
N005923,P001,2501,0.118
N005931,P094,1140,0.043
N005939,P005,2531,0.117
N005947,P020,2222,0.064
N005955,P183,1110,0.037
N005963,P005,2171,0.088
N005971,P006,740,0.042
N005979,P002,2051,0.093
N005987,P222,1534,0.051
N005995,P005,1576,0.062
N006003,P006,1003,0.041
N006011,P002,2269,0.086
N006019,P189,1366,0.046
N006027,P094,2031,0.049
N006035,P020,2236,0.052
N006043,P215,354,0.03
N006051,P006,1709,0.052
N006059,P099,1437,0.049
N006067,P136,1555,0.063
N006075,P003,1460,0.063
N006083,P214,2041,0.058
N006091,P094,1291,0.056
N006099,P001,2248,0.105
N006107,P012,1119,0.048
N006115,P002,2451,0.135
N006123,P133,307,0.033
N006131,P141,1883,0.05
N006139,P094,2046,0.056
N006147,P006,1636,0.066
N006155,P005,2193,0.099
N006163,P002,1661,0.063
N006171,P044,1195,0.04
N006179,P001,2251,0.11
N006187,P003,1602,0.08
N006195,P004,811,0.036
N006203,P094,2611,0.066
N006211,P002,1793,0.073
N006219,P006,1710,0.072
N006227,P221,162,0.02
N006235,P089,874,0.027
N006243,P006,1807,0.075
N006251,P228,2131,0.052
N006259,P190,2414,0.072
N006267,P094,809,0.034
N006275,P143,2229,0.066
N006283,P042,2278,0.058
N006291,P004,1432,0.071
N006299,P006,776,0.038
N006307,P041,873,0.029
N006315,P077,2080,0.048
N006323,P146,2585,0.086
N006331,P044,690,0.041
N006339,P094,2693,0.072
N006347,P122,1566,0.055
N006355,P002,2227,0.108
N006363,P240,2590,0.07
N006371,P020,415,0.034
N006379,P094,1401,0.045
N006387,P094,1379,0.058
N006395,P001,1971,0.064
N006403,P004,1420,0.049
N006411,P137,2392,0.086
N006419,P001,2218,0.108
N006427,P124,2150,0.055
N006435,P094,2274,0.073
N006443,P020,734,0.038
N006451,P112,839,0.025
N006459,P094,1008,0.029
N006467,P117,166,0.017
N006475,P041,1008,0.026
N006483,P004,1619,0.062
N006491,P005,2245,0.1
N006499,P004,1689,0.064
N006507,P071,796,0.035
N006515,P006,1727,0.071
N006523,P003,1106,0.047
N006531,P013,174,0.016
N006539,P003,1148,0.047
N006547,P066,163,0.017
N006555,P246,1223,0.039
N006563,P004,1198,0.049
N006571,P094,2854,0.079
N006579,P004,2025,0.101
N006587,P227,1180,0.048
N006595,P094,1344,0.034
N006603,P003,1807,0.066
N006611,P020,1505,0.052
N006619,P004,1555,0.066
N006627,P040,847,0.031
N006635,P006,1121,0.045
N006643,P005,2239,0.092
N006651,P006,1656,0.072
N006659,P255,2080,0.065
N006667,P006,910,0.043
N006675,P013,196,0.018
N006683,P210,825,0.027
N006691,P002,2096,0.099
N006699,P031,2857,0.092
N006707,P141,620,0.038
N006715,P044,2395,0.053
N006723,P189,1439,0.052
N006731,P167,2519,0.062
N006739,P003,1307,0.069
N006747,P240,271,0.02
N006755,P005,2403,0.108
N006763,P002,2313,0.139
N006771,P091,974,0.038
N006779,P094,1579,0.054
N006787,P240,349,0.025
N006795,P004,1610,0.059
N006803,P181,1621,0.053
N006811,P001,2140,0.091
N006819,P046,169,0.025
N006827,P006,1930,0.071
N006835,P013,194,0.02
N006843,P037,125,0.011
N006851,P006,632,0.023
N006859,P059,2475,0.059
N006867,P004,1301,0.053
N006875,P116,697,0.025
N006883,P044,2082,0.044
N006891,P228,1450,0.052
N006899,P006,1837,0.078
N006907,P001,2224,0.103
N006915,P196,2421,0.061
N006923,P094,538,0.037
N006931,P020,2593,0.054
N006939,P190,2067,0.057
N006947,P005,2280,0.106
N006955,P006,1838,0.089
N006963,P254,35,0.017
N006971,P129,749,0.025
N006979,P006,1533,0.065
N006987,P089,996,0.035
N006995,P094,838,0.026
N007003,P002,2194,0.083
N007011,P217,1170,0.043
N007019,P241,2839,0.067
N007027,P004,529,0.04
N007035,P112,1951,0.056
N007043,P006,1397,0.052
N007051,P254,163,0.019
N007059,P199,2152,0.056
N007067,P228,1321,0.045
N007075,P044,885,0.032
N007083,P003,1292,0.052
N007091,P005,2113,0.072
N007099,P002,2105,0.106
N007107,P059,2616,0.071
N007115,P073,1193,0.051
N007123,P071,549,0.024
N007131,P184,239,0.014
N007139,P003,1523,0.045
N007147,P094,307,0.025
N007155,P181,1406,0.032
N007163,P006,1753,0.078
N007171,P006,1012,0.04
N007179,P004,757,0.037
N007187,P180,2214,0.048
N007195,P005,2292,0.102
N007203,P094,1954,0.064
N007211,P240,1475,0.045
N007219,P021,1767,0.057
N007227,P180,1996,0.047
N007235,P094,1645,0.059
N007243,P091,2818,0.07
N007251,P020,2111,0.057
N007259,P032,2212,0.057
N007267,P005,2155,0.076
N007275,P215,225,0.027
N007283,P094,2464,0.05
N007291,P001,2291,0.113
N007299,P094,2674,0.071
N007307,P020,2114,0.057
N007315,P006,566,0.034
N007323,P143,1381,0.038
N007331,P005,2114,0.069
N007339,P094,2646,0.083
N007347,P006,1796,0.088
N007355,P255,570,0.028
N007363,P097,1228,0.051
N007371,P216,400,0.025
N007379,P041,620,0.021
N007387,P244,146,0.014
N007395,P003,486,0.02
N007403,P005,2241,0.097
N007411,P259,541,0.033
N007419,P001,1803,0.065
N007427,P053,1202,0.036
N007435,P094,2254,0.055
N007443,P005,2237,0.11
N007451,P005,1844,0.074
N007459,P006,860,0.041
N007467,P065,1672,0.044
N007475,P002,2585,0.128
N007483,P189,1306,0.058
N007491,P005,2196,0.085
N007499,P189,2912,0.089
N007507,P188,1461,0.054
N007515,P094,1173,0.038
N007523,P005,2003,0.086
N007531,P042,2521,0.077
N007539,P240,796,0.037
N007547,P006,1420,0.061
N007555,P002,2232,0.093
N007563,P005,2308,0.108
N007571,P001,1589,0.069
N007579,P094,2158,0.052
N007587,P189,1139,0.048
N007595,P020,1611,0.045
N007603,P181,1071,0.036
N007611,P006,950,0.04
N007619,P006,1270,0.055
N007627,P200,1317,0.036
N007635,P178,2032,0.052
N007643,P069,2567,0.065
N007651,P148,3023,0.097
N007659,P184,2738,0.078
N007667,P003,1796,0.077
N007675,P004,834,0.045
N007683,P094,2040,0.061
N007691,P094,1776,0.056
N007699,P002,2241,0.092
N007707,P257,1601,0.054
N007715,P057,1775,0.144
N007723,P020,2379,0.143
N007731,P094,747,0.052
N007739,P004,1483,0.067
N007747,P016,136,0.061
N007755,P001,1672,0.107
N007763,P003,1170,0.075
N007771,P094,2019,0.061
N007779,P073,1528,0.048
N007787,P246,1269,0.048
N007795,P094,810,0.034
N007803,P141,2293,0.073
N007811,P227,2600,0.07
N007819,P002,2013,0.1
N007827,P060,2347,0.068
N007835,P253,422,0.028
N007843,P094,3017,0.071
N007851,P004,1427,0.082
N007859,P094,2740,0.069
N007867,P147,1525,0.066
N007875,P025,63,0.018
N007883,P001,2031,0.084
N007891,P002,2010,0.074
N007899,P124,520,0.03
N007907,P255,213,0.014
N007915,P106,2098,0.042
N007923,P122,2507,0.063
N007931,P042,671,0.036
N007939,P044,2085,0.046
N007947,P081,964,0.037
N007955,P184,2005,0.045
N007963,P235,747,0.028
N007971,P088,866,0.029
N007979,P005,1884,0.062
N007987,P004,1461,0.064
N007995,P003,1435,0.059
N008003,P094,1465,0.05
N008011,P056,1075,0.04
N008019,P094,1933,0.051
N008027,P182,1111,0.043
N008035,P001,2110,0.084
N008043,P003,1910,0.091
N008051,P020,540,0.03
N008059,P129,1673,0.053
N008067,P002,2253,0.107
N008075,P151,134,0.026
N008083,P182,482,0.019
N008091,P152,760,0.033
N008099,P216,1018,0.032
N008107,P094,2401,0.057
N008115,P240,1458,0.058
N008123,P094,1547,0.043
N008131,P241,2616,0.065
N008139,P028,2059,0.059
N008147,P099,267,0.022
N008155,P006,1783,0.064
N008163,P097,1044,0.049
N008171,P184,2170,0.048
N008179,P003,790,0.042
N008187,P006,1914,0.095
N008195,P167,485,0.03
N008203,P221,109,0.011
N008211,P094,1758,0.042
N008219,P006,1177,0.057
N008227,P006,1781,0.062
N008235,P073,1943,0.06
N008243,P094,1006,0.041
N008251,P001,2354,0.127
N008259,P041,729,0.041
N008267,P129,1247,0.042
N008275,P133,2801,0.068
N008283,P059,1475,0.06
N008291,P026,882,0.029
N008299,P173,2641,0.061
N008307,P053,1704,0.053
N008315,P002,2267,0.095
N008323,P003,874,0.049
N008331,P005,1257,0.046
N008339,P004,1524,0.062
N008347,P001,2231,0.111
N008355,P094,1441,0.058
N008363,P094,1223,0.042
N008371,P002,2094,0.083
N008379,P088,1098,0.039
N008387,P240,1427,0.041
N008395,P001,786,0.036
N008403,P001,2443,0.089
N008411,P016,151,0.026
N008419,P002,2530,0.1
N008427,P250,2488,0.073
N008435,P001,1152,0.053
N008443,P003,1158,0.041
N008451,P091,1130,0.034
N008459,P003,1254,0.053
N008467,P094,1114,0.03
N008475,P215,1366,0.047
N008483,P005,2242,0.113
N008491,P122,832,0.044
N008499,P052,2345,0.055
N008507,P163,1378,0.061
N008515,P002,2269,0.083
N008523,P101,1873,0.052
N008531,P235,845,0.032
N008539,P001,2150,0.075
N008547,P094,3160,0.092
N008555,P006,1078,0.06
N008563,P088,3013,0.075
N008571,P003,1680,0.083
N008579,P013,175,0.022
N008587,P094,216,0.014
N008595,P006,1372,0.051
N008603,P002,2236,0.097
N008611,P003,1802,0.076
N008619,P232,597,0.029
N008627,P250,751,0.024
N008635,P094,759,0.022
N008643,P003,1708,0.07
N008651,P145,121,0.018
N008659,P001,2288,0.086
N008667,P001,2192,0.089
N008675,P214,1741,0.062
N008683,P163,1889,0.051
N008691,P004,1147,0.047
N008699,P003,1419,0.061
N008707,P006,1092,0.042
N008715,P064,391,0.022
N008723,P232,1369,0.04
N008731,P003,1142,0.047
N008739,P094,1291,0.045
N008747,P006,600,0.036
N008755,P084,80,0.013
N008763,P094,1085,0.03
N008771,P115,353,0.02
N008779,P094,1211,0.042
N008787,P003,1510,0.058
N008795,P094,412,0.025
N008803,P001,1421,0.044
N008811,P026,1795,0.05
N008819,P001,2251,0.1
N008827,P094,442,0.034
N008835,P223,634,0.035
N008843,P240,2607,0.071
N008851,P001,2449,0.11
N008859,P044,458,0.032
N008867,P005,2437,0.112
N008875,P226,2745,0.08
N008883,P094,148,0.027
N008891,P001,2010,0.088
N008899,P136,1818,0.062
N008907,P129,1304,0.052
N008915,P044,2006,0.059
N008923,P094,2068,0.053
N008931,P147,2089,0.052
N008939,P250,2259,0.061
N008947,P094,1224,0.043
N008955,P020,1423,0.037
N008963,P226,1743,0.05
N008971,P001,2220,0.1
N008979,P240,1175,0.048
N008987,P120,2479,0.061
N008995,P193,369,0.031
N009003,P001,2258,0.103
N009011,P073,722,0.038
N009019,P044,2365,0.057
N009027,P094,443,0.028
N009035,P020,2162,0.043
N009043,P240,1882,0.042
N009051,P178,736,0.033
N009059,P094,1219,0.039
N009067,P013,154,0.018
N009075,P004,1983,0.076
N009083,P041,434,0.027
N009091,P224,1986,0.063
N009099,P083,999,0.039
N009107,P001,1572,0.054
N009115,P108,1105,0.03
N009123,P216,1990,0.049
N009131,P097,1616,0.056
N009139,P001,2247,0.113
N009147,P094,2264,0.062
N009155,P255,1970,0.05
N009163,P227,465,0.029
N009171,P020,2764,0.062
N009179,P001,2156,0.089
N009187,P005,1972,0.102
N009195,P002,2048,0.088
N009203,P044,874,0.039
N009211,P240,1446,0.036
N009219,P001,2243,0.101
N009227,P003,845,0.047
N009235,P037,86,0.013
N009243,P202,163,0.01
N009251,P259,1834,0.048
N009259,P081,2217,0.057
N009267,P006,1451,0.049
N009275,P247,493,0.03
N009283,P094,625,0.026
N009291,P235,372,0.016
N009299,P002,2213,0.078
N009307,P235,2583,0.07
N009315,P189,1183,0.043
N009323,P005,2367,0.104
N009331,P094,2767,0.081
N009339,P013,433,0.033
N009347,P001,2231,0.084
N009355,P207,745,0.041
N009363,P152,1199,0.032
N009371,P005,2245,0.093
N009379,P106,2400,0.064
N009387,P081,329,0.033
N009395,P002,2066,0.059
N009403,P001,2333,0.101
N009411,P094,3034,0.104
N009419,P003,868,0.047
N009427,P064,2228,0.049
N009435,P094,2504,0.067
N009443,P063,1674,0.052
N009451,P003,1664,0.066
N009459,P094,1515,0.057
N009467,P005,2247,0.107
N009475,P146,1863,0.047
N009483,P063,1586,0.052
N009491,P088,2914,0.083
N009499,P094,1812,0.06
N009507,P073,2235,0.055
N009515,P136,1973,0.057
N009523,P004,1658,0.064
N009531,P004,815,0.045
N009539,P094,2362,0.055
N009547,P002,2266,0.095
N009555,P002,2146,0.084
N009563,P004,816,0.043
N009571,P005,2132,0.069
N009579,P116,1114,0.05
N009587,P006,1084,0.039
N009595,P136,2115,0.048
N009603,P057,691,0.04
N009611,P094,1239,0.043
N009619,P005,2569,0.145
N009627,P240,256,0.029
N009635,P189,3005,0.069
N009643,P094,2243,0.065
N009651,P120,437,0.029
N009659,P001,2330,0.101
N009667,P069,1773,0.058
N009675,P002,2231,0.092
N009683,P002,2194,0.087
N009691,P005,2193,0.11
N009699,P112,1931,0.052
N009707,P001,2524,0.121
N009715,P005,1859,0.077
N009723,P006,1045,0.048
N009731,P136,2750,0.062
N009739,P006,1670,0.079
N009747,P146,2554,0.061
N009755,P002,2157,0.083
N009763,P005,2141,0.083
N009771,P184,922,0.037
N009779,P183,2001,0.051
N009787,P003,1658,0.079
N009795,P006,1450,0.06
N009803,P166,693,0.03
N009811,P241,1025,0.031
N009819,P005,2206,0.086
N009827,P003,1565,0.063
N009835,P004,1428,0.054
N009843,P217,2275,0.055
N009851,P006,1237,0.062
N009859,P002,1877,0.085
N009867,P042,555,0.034
N009875,P190,1912,0.037
N009883,P246,904,0.038
N009891,P211,1758,0.05
N009899,P004,1534,0.073
N009907,P097,1214,0.036
N009915,P239,1745,0.049
N009923,P240,1479,0.092
N009931,P001,1890,0.116
N009939,P240,2028,0.055
N009947,P002,2371,0.142
N009955,P015,33,0.024
N009963,P003,1114,0.037
N009971,P170,366,0.022
N009979,P003,1136,0.04
N009987,P006,1979,0.093
N009995,P081,1480,0.282
N010003,P004,1698,0.187
N010011,P215,820,0.049
N010019,P002,2390,0.156
N010027,P002,2337,0.162
N010035,P022,202,0.033
N010043,P033,1916,0.055
N010051,P002,2227,0.102
N010059,P013,113,0.027
N010067,P006,1089,0.047
N010075,P227,616,0.034
N010083,P002,2201,0.097
N010091,P175,2140,0.064
N010099,P005,2192,0.08
N010107,P121,1954,0.056
N010115,P202,1875,0.048
N010123,P088,1216,0.044
N010131,P136,2117,0.072
N010139,P014,2890,0.093
N010147,P003,799,0.049
N010155,P094,2407,0.07
N010163,P146,2449,0.069
N010171,P014,2083,0.058
N010179,P005,1771,0.235
N010187,P094,2449,0.087
N010195,P006,1280,0.078
N010203,P129,721,0.032
N010211,P002,2367,0.116
N010219,P002,2116,0.081
N010227,P094,2496,0.091
N010235,P005,2277,0.131
N010243,P005,1812,0.073
N010251,P035,2147,0.057
N010259,P005,1515,0.075
N010267,P006,1581,0.068
N010275,P006,665,0.043
N010283,P097,980,0.033
N010291,P005,2290,0.105
N010299,P020,2554,0.081
N010307,P005,2086,0.09
N010315,P140,226,0.03
N010323,P006,1309,0.042
N010331,P005,1961,0.073
N010339,P002,2419,0.134
N010347,P113,630,0.038
N010355,P147,2173,0.057
N010363,P240,2239,0.059
N010371,P219,2687,0.086
N010379,P117,181,0.029
N010387,P001,1414,0.055
N010395,P094,3201,0.092
N010403,P255,959,0.049
N010411,P006,1182,0.047
N010419,P193,1905,0.061
N010427,P088,787,0.034
N010435,P094,2215,0.047
N010443,P027,603,0.033
N010451,P006,897,0.033
N010459,P006,1561,0.053
N010467,P101,2277,0.071
N010475,P006,1198,0.061
N010483,P003,1603,0.068
N010491,P002,2515,0.101
N010499,P006,1465,0.06
N010507,P002,2274,0.108
N010515,P088,2217,0.062
N010523,P094,1236,0.049
N010531,P004,897,0.042
N010539,P002,2252,0.109
N010547,P003,1407,0.064
N010555,P006,1962,0.089
N010563,P005,2171,0.09
N010571,P001,2275,0.107
N010579,P005,2348,0.108
N010587,P240,462,0.034
N010595,P002,1478,0.058
N010603,P006,1791,0.077
N010611,P064,821,0.037
N010619,P001,2405,0.121
N010627,P254,35,0.024
N010635,P002,2126,0.073
N010643,P002,1571,0.069
N010651,P001,2174,0.094
N010659,P136,2607,0.077
N010667,P081,1021,0.05
N010675,P020,2281,0.073
N010683,P112,712,0.043
N010691,P020,1949,0.04
N010699,P004,795,0.041
N010707,P061,2092,0.048
N010715,P004,1646,0.07
N010723,P004,1619,0.069
N010731,P194,2575,0.069
N010739,P094,763,0.036
N010747,P146,1357,0.043
N010755,P240,2325,0.055
N010763,P095,1522,0.068
N010771,P155,2030,0.057
N010779,P096,2067,0.057
N010787,P002,2195,0.083
N010795,P214,1568,0.062
N010803,P069,207,0.023
N010811,P246,927,0.029
N010819,P002,2254,0.089
N010827,P137,2070,0.061
N010835,P088,2301,0.068
N010843,P097,1417,0.051
N010851,P219,1336,0.039
N010859,P094,442,0.027
N010867,P077,1133,0.037
N010875,P091,1554,0.049
N010883,P001,2228,0.099
N010891,P005,1943,0.087
N010899,P227,2087,0.063
N010907,P020,1743,0.049
N010915,P005,1971,0.085
N010923,P170,814,0.04
N010931,P120,2466,0.068
N010939,P020,2106,0.057
N010947,P046,85,0.021
N010955,P001,2295,0.096
N010963,P095,1545,0.056
N010971,P006,1533,0.057
N010979,P001,2367,0.113
N010987,P094,2315,0.067
N010995,P001,2432,0.105
N011003,P094,1241,0.058
N011011,P005,2427,0.115
N011019,P004,516,0.039
N011027,P046,103,0.014
N011035,P001,2190,0.081
N011043,P005,2196,0.108
N011051,P189,615,0.036
N011059,P094,1412,0.045
N011067,P240,862,0.031
N011075,P044,1419,0.04
N011083,P002,2137,0.078
N011091,P005,2362,0.107
N011099,P028,918,0.044
N011107,P094,3045,0.086
N011115,P146,2117,0.059
N011123,P238,2434,0.075
N011131,P254,42,0.022
N011139,P005,2469,0.104
N011147,P094,1639,0.065
N011155,P006,859,0.044
N011163,P162,1960,0.058
N011171,P094,2322,0.056
N011179,P065,1000,0.037
N011187,P094,531,0.022
N011195,P005,2068,0.063
N011203,P215,686,0.041
N011211,P189,489,0.025
N011219,P094,684,0.026
N011227,P005,1847,0.074
N011235,P142,126,0.02
N011243,P046,81,0.011
N011251,P094,2169,0.042
N011259,P238,485,0.034
N011267,P094,299,0.018
N011275,P094,1504,0.049
N011283,P059,2250,0.054
N011291,P229,3212,0.103
N011299,P041,1047,0.048
N011307,P006,1566,0.052
N011315,P094,737,0.031
N011323,P020,2223,0.048
N011331,P004,1452,0.065
N011339,P240,937,0.037
N011347,P094,672,0.026
N011355,P002,2228,0.095
N011363,P257,2662,0.08
N011371,P076,2002,0.075
N011379,P002,1983,0.085
N011387,P240,748,0.038
N011395,P094,1990,0.042
N011403,P004,1735,0.081
N011411,P003,1341,0.049
N011419,P002,2255,0.111
N011427,P225,1766,0.059
N011435,P005,2318,0.091
N011443,P202,146,0.026
N011451,P209,225,0.013
N011459,P058,1215,0.033
N011467,P214,1620,0.056
N011475,P094,2649,0.073
N011483,P056,2614,0.092
N011491,P038,1252,0.053
N011499,P001,2229,0.104
N011507,P208,3052,0.095
N011515,P195,1142,0.052
N011523,P003,1525,0.061
N011531,P098,682,0.031
N011539,P213,1837,0.042
N011547,P221,41,0.018
N011555,P044,2036,0.042
N011563,P045,1995,0.061
N011571,P255,1266,0.047
N011579,P167,1070,0.034
N011587,P005,2137,0.082
N011595,P003,830,0.045
N011603,P116,858,0.032
N011611,P037,38,0.014
